userid,timestamp,sensor01,sensor02,sensor03,sensor04
5f6a5626-baa4-40ee-92a9-f7828e945c8b,2021-03-13 00:00:00,2804.9,1941.38,2301.77,2011.22
7fc18086-14f7-4c42-b21e-ef7d67cea553,2021-03-13 00:00:00,621.55,822.98,583.02,745.18
74305130-05ab-4dca-a97c-71f3eb17ea38,2021-03-13 00:00:00,335.59,359.83,245.25,321.19
e612fc6e-b799-43f4-a1cc-17bafc09d4ef,2021-03-13 00:00:00,516.25,519.53,674.66,720.17
393338c2-7327-4e96-87ce-2a08916914ef,2021-03-13 00:00:00,618.47,782.13,830.09,637.38
bfa59f2e-500c-44e4-b322-20b126dfcceb,2021-03-13 00:00:00,211.32,146.99,245.35,160.99
c3531d65-0a15-42f5-9e3b-756a9eb940e3,2021-03-13 00:00:00,246.93,316.02,122.81,176.42
e2ad1f6e-39a4-4d50-8916-fa55615db757,2021-03-13 00:00:00,313.71,143.25,238.62,349.16
2dee518f-c573-4edf-905e-947dcb831243,2021-03-13 00:00:00,679.21,682.04,823.74,831.13
42714f71-41c1-45a2-9ef1-ebd721a123f4,2021-03-13 00:00:00,748.48,705.44,436.81,575.18
a4f08f2e-647f-4eb0-bc7e-1c4644029fe7,2021-03-13 00:00:00,740.64,554.8,584.41,645.34
aed1a815-a2bf-4780-93e2-f21426fdd2c5,2021-03-13 00:00:00,684.74,470.26,440.89,783.88
57dbddf9-4f10-4a6c-940a-66e89985f508,2021-03-13 00:00:00,431.77,715.8,647.45,942.21
4ba5034c-be51-4519-86fc-5aa550e87134,2021-03-13 00:00:00,670.18,691.73,460.35,723.24
dada4fe8-9c53-4c6d-a93b-0761a3bfda2e,2021-03-13 00:00:00,773.36,445.0,902.57,606.13
1efa9e18-fc6b-402c-be1a-ff8ac3e3e58d,2021-03-13 00:00:00,349.74,252.86,190.93,243.53
cc9d5595-fb1a-41fe-a1e1-e7f1fddaa0f2,2021-03-13 00:00:00,157.23,168.85,233.47,113.23
b6102108-54a4-46d3-9cb8-c1e7b44f51bc,2021-03-13 00:00:00,404.17,596.59,560.23,667.15
6b31f6b0-42b3-4b68-bf3a-175a55c989cd,2021-03-13 00:00:00,792.63,693.25,879.97,594.24
06aecdba-e691-4447-a5fe-2250044fc92d,2021-03-13 00:00:00,184.44,204.89,142.73,241.11
0476e62e-cf1a-4926-882d-34f15447e1f4,2021-03-13 00:00:00,199.79,205.32,167.22,122.12
fd2ed14a-6644-40fb-9efa-9c8166eef4d1,2021-03-13 00:00:00,703.51,590.39,795.4,671.6
0b896608-8421-451c-80a7-e47f93f43d5c,2021-03-13 00:00:00,688.12,337.94,726.76,710.88
d513fa28-48ce-4e31-8bc7-5785cbcb51d3,2021-03-13 00:00:00,1686.39,1606.47,1951.76,1869.01
011531f6-d011-4be4-862a-de839e7de370,2021-03-13 00:00:00,451.69,482.09,618.64,639.95
2f94d588-5b8b-4fbc-9d80-e8ef4f7ae299,2021-03-13 00:00:00,374.73,304.94,246.58,287.5
3f7afe63-8d8a-4345-a942-4d273dfc6c71,2021-03-13 00:00:00,220.37,290.41,177.26,294.68
254d0b8e-367c-442e-8d65-71891a82481f,2021-03-13 00:00:00,575.95,812.58,563.12,845.45
bd79f7b7-0b74-4c0b-8587-0f1bf294b4e4,2021-03-13 00:00:00,164.64,131.35,249.22,189.18
e90ca299-341e-49c3-8a52-3e1eace155d9,2021-03-13 00:00:00,857.85,799.02,414.73,441.2
65538b02-c190-4fb3-a945-3d4f28276c2e,2021-03-13 00:00:00,231.45,198.13,342.44,145.26
f4754504-8644-4f06-8579-b5196ffc93a0,2021-03-13 00:00:00,1997.41,2443.65,2580.5,2592.04
663bfa4e-d1af-406e-8b3b-c5efedab56e5,2021-03-13 00:00:00,218.02,168.98,179.4,244.62
13fd29ef-01a6-42a8-b511-9438ff24ba78,2021-03-13 00:00:00,221.28,318.6,267.0,257.96
a126665c-222c-4502-81c7-5d11c96e3c17,2021-03-13 00:00:00,703.07,398.0,441.45,875.69
09108ba5-6e41-41c6-a426-fc06cbd6f8e4,2021-03-13 00:00:00,452.91,856.4,640.26,808.8
d8f9765b-b302-44b3-b446-e7bc1c889a44,2021-03-13 00:00:00,672.02,670.36,759.9,462.11
3821f991-4c2e-445f-bef9-4aed1b725f6d,2021-03-13 00:00:00,795.56,671.62,638.26,547.77
d1c7d069-8259-4e37-bf3d-a06a432a0764,2021-03-13 00:00:00,223.94,206.93,166.6,230.13
179f1285-4727-408f-bec5-e7974fdcf78f,2021-03-13 00:00:00,795.17,486.96,872.83,417.65
4c66ae39-3c9e-47ed-9eed-64f62ec1fddc,2021-03-13 00:00:00,2686.12,2533.73,2403.88,2561.11
84826275-cca2-40c4-9843-609bddfafe5a,2021-03-13 00:00:00,115.03,204.86,244.59,239.21
18378e8f-34b5-4374-bcef-7918abc370b5,2021-03-13 00:00:00,678.6,402.87,591.28,784.29
af4babe8-348b-4cde-b1ac-f390b6ab4ba6,2021-03-13 00:00:00,164.65,167.44,181.0,164.47
508b7f9e-306d-4364-a1b7-f71ae06969a3,2021-03-13 00:00:00,203.76,159.73,161.06,350.83
bc0be498-6d71-496a-a6a9-6dd61f93e76c,2021-03-13 00:00:00,594.94,696.22,564.69,805.56
4be5983b-dbe1-4ab1-8ae0-4dd6bb284898,2021-03-13 00:00:00,577.01,700.65,870.32,545.4
6d65161b-9a48-424a-b1a5-3fb34bb2f89f,2021-03-13 00:00:00,313.01,169.44,204.17,133.19
6baf4b15-4a04-4cab-8690-7aa26f840f1b,2021-03-13 00:00:00,198.8,209.2,186.63,221.7
164425a0-1339-401f-af10-20878c5d677f,2021-03-13 01:00:00,-44.06,-247.69,-156.97,-25.26
f6049e98-9dbb-4bb6-a2b7-90c72d2348aa,2021-03-13 01:00:00,550.08,754.12,592.43,366.24
40c15082-6f50-4f28-a4b2-24d7256d6d28,2021-03-13 01:00:00,161.06,137.0,175.16,129.61
4b392b6c-e52f-49d8-ab70-a5e20b4de33c,2021-03-13 01:00:00,345.63,215.76,216.87,310.91
7a287f88-ed7d-4a92-8a84-7cebfe462ced,2021-03-13 01:00:00,582.63,571.46,792.34,671.49
8f26ef89-8d88-4137-bd12-240c8b3b70f3,2021-03-13 01:00:00,185.52,251.93,241.85,171.8
6b1ccba1-6e4c-409b-9dbe-5e3c9657af65,2021-03-13 01:00:00,231.0,245.34,177.47,123.6
be09b014-49f8-4d21-8703-46affc9b2159,2021-03-13 01:00:00,706.97,947.91,486.02,840.24
26da22a8-1f81-43dc-a2e2-57e6ffd9c0c2,2021-03-13 01:00:00,787.88,771.28,470.13,694.46
578c1de9-6135-4511-b624-3fcef72d32b5,2021-03-13 01:00:00,766.55,789.69,596.08,520.69
714c533a-230e-448f-a88e-250459a76dc5,2021-03-13 01:00:00,561.11,763.01,764.67,478.69
dcd1e06a-0fd4-48c5-b778-eb31b7bd055e,2021-03-13 01:00:00,181.46,216.83,151.69,162.43
1c7d20bc-eea1-4022-ac8c-23855119d88f,2021-03-13 01:00:00,290.35,225.51,356.16,246.48
d2849633-91a5-486f-aa94-05282eb9288a,2021-03-13 01:00:00,168.73,161.39,127.14,209.26
0f9ec80c-fda2-48bf-a506-718b206f5edd,2021-03-13 01:00:00,2892.93,1871.99,2156.45,2539.23
78ba449d-d67e-4eeb-9e3a-730ad7f0bdd2,2021-03-13 01:00:00,739.84,364.33,578.0,938.03
a62d755d-65d0-4724-a662-b6331366deb2,2021-03-13 01:00:00,388.24,613.04,733.78,850.96
bef2956f-bff4-4ce3-af0f-93dcc64dea7a,2021-03-13 01:00:00,232.23,248.44,129.83,212.8
85cd09c7-99ee-4a94-9007-a34758ef33af,2021-03-13 01:00:00,775.81,787.53,729.37,730.19
04a63a93-087d-48d4-a0f5-3c3689bd29cb,2021-03-13 01:00:00,176.82,103.35,122.86,156.66
3d83b9e7-0814-46db-a350-da6bde6568a4,2021-03-13 01:00:00,704.0,704.81,534.89,527.63
5e77da0c-ed9a-4bd5-bae7-d2977668dd26,2021-03-13 01:00:00,211.72,230.93,155.47,159.23
eb97ec50-8aeb-4833-8411-4f1311765a3d,2021-03-13 01:00:00,604.79,396.24,608.99,648.68
3a715610-3555-4b67-9bc6-c191f94c20e5,2021-03-13 01:00:00,802.82,632.18,589.15,603.95
54e898ca-263a-4f45-a6c3-0bdc5df13d76,2021-03-13 01:00:00,1585.34,2382.49,1853.59,1940.58
cc67ae09-c481-4cda-a508-36c3323891d4,2021-03-13 01:00:00,235.07,220.71,199.01,170.45
eb4ecb08-845f-416d-9e48-a75f72458b7e,2021-03-13 01:00:00,1887.97,2642.98,2069.95,2503.85
06ad721c-b04f-40ed-8d18-a693167fd4b5,2021-03-13 01:00:00,192.51,155.34,115.17,255.5
34622958-27b0-4a08-989d-15acebcd9222,2021-03-13 01:00:00,776.79,702.1,659.7,409.36
8bdefe30-b17b-4c8f-b49c-08f3f9019d63,2021-03-13 01:00:00,173.87,170.21,161.82,369.63
733c3be4-b1b5-4a21-ab0b-af15b3558f21,2021-03-13 01:00:00,609.53,521.64,883.54,690.73
4b216a9d-1975-4604-a146-1198f416ee4b,2021-03-13 01:00:00,160.85,113.92,325.75,332.38
dd5ea78d-d613-4ea6-a483-f27fe873b95b,2021-03-13 01:00:00,814.26,535.93,550.98,560.55
732d99c5-f64c-46fb-989b-985321ae522d,2021-03-13 01:00:00,620.91,830.8,524.4,620.7
98f2c005-2b93-449b-8c63-9b4c15be586d,2021-03-13 01:00:00,1960.31,1935.68,2477.14,2330.63
36e10e36-f57f-4c92-b33a-d7076b36da9f,2021-03-13 01:00:00,238.5,305.89,250.76,132.65
3781f5cc-2168-4f1a-b42a-e276463ddc50,2021-03-13 01:00:00,302.14,175.43,230.85,231.06
076abe7a-d867-44e0-9eb9-5e86b5abc789,2021-03-13 01:00:00,542.57,716.83,601.4,919.99
15d40ceb-9a1f-4615-a7ad-b1c4c23d8aa2,2021-03-13 01:00:00,868.74,611.64,612.62,634.31
8acd20c7-d333-414a-b6ed-dcafd2fd9cde,2021-03-13 01:00:00,752.8,915.01,909.25,660.67
8a7b11c3-3afd-4cac-8816-6af949ee8528,2021-03-13 01:00:00,842.46,751.94,382.44,777.59
efb03a57-c55d-4144-ad27-62ecc28da909,2021-03-13 01:00:00,455.29,705.44,751.11,785.33
bf86dcd9-1bb0-4e45-87e4-fb2de7633e9f,2021-03-13 01:00:00,672.35,855.17,911.14,603.3
d287886f-9235-4d00-adbb-6f5b57570e10,2021-03-13 01:00:00,692.56,584.17,646.27,645.1
cd83b269-cb65-4b67-bfd8-b4f3b0fbcb65,2021-03-13 01:00:00,387.55,695.24,687.94,557.19
1386ce13-c5f8-439b-a02c-b9772098fbd8,2021-03-13 01:00:00,885.84,681.95,629.98,441.8
53dceded-8059-4ce3-a8b1-39c768135d06,2021-03-13 01:00:00,162.3,106.62,184.07,335.42
36729f63-95a9-47f4-b5fc-41ccd27388e8,2021-03-13 01:00:00,379.8,573.02,743.31,704.61
774bfb0e-9e00-4a23-96b3-39b40cde6643,2021-03-13 01:00:00,380.38,806.09,626.18,396.22
87429fa6-8aa9-4e56-a15b-57fffdfb80f4,2021-03-13 01:00:00,422.03,584.71,817.33,588.15
33326389-5e86-4f2f-8a57-ac0d987a1e43,2021-03-13 01:00:00,375.0,240.55,158.7,154.24
5f6a5626-baa4-40ee-92a9-f7828e945c8b,2021-03-13 01:00:00,2506.81,2375.18,2166.88,1767.01
7fc18086-14f7-4c42-b21e-ef7d67cea553,2021-03-13 01:00:00,703.39,315.47,461.35,625.08
74305130-05ab-4dca-a97c-71f3eb17ea38,2021-03-13 01:00:00,200.6,106.66,245.83,243.64
e612fc6e-b799-43f4-a1cc-17bafc09d4ef,2021-03-13 01:00:00,449.35,682.0,710.44,587.04
393338c2-7327-4e96-87ce-2a08916914ef,2021-03-13 01:00:00,341.08,596.04,571.64,715.86
bfa59f2e-500c-44e4-b322-20b126dfcceb,2021-03-13 01:00:00,185.68,181.18,191.46,156.96
c3531d65-0a15-42f5-9e3b-756a9eb940e3,2021-03-13 01:00:00,255.44,157.15,324.95,194.19
e2ad1f6e-39a4-4d50-8916-fa55615db757,2021-03-13 01:00:00,297.03,151.98,151.4,226.89
2dee518f-c573-4edf-905e-947dcb831243,2021-03-13 01:00:00,379.56,431.73,625.43,832.65
42714f71-41c1-45a2-9ef1-ebd721a123f4,2021-03-13 01:00:00,447.32,487.32,723.93,579.7
a4f08f2e-647f-4eb0-bc7e-1c4644029fe7,2021-03-13 01:00:00,906.99,491.52,650.08,639.77
aed1a815-a2bf-4780-93e2-f21426fdd2c5,2021-03-13 01:00:00,689.69,557.92,604.8,640.69
57dbddf9-4f10-4a6c-940a-66e89985f508,2021-03-13 01:00:00,576.22,464.8,487.77,350.79
4ba5034c-be51-4519-86fc-5aa550e87134,2021-03-13 01:00:00,597.12,784.28,924.32,824.14
dada4fe8-9c53-4c6d-a93b-0761a3bfda2e,2021-03-13 01:00:00,764.67,334.25,858.93,870.07
1efa9e18-fc6b-402c-be1a-ff8ac3e3e58d,2021-03-13 01:00:00,368.42,266.45,275.85,148.91
cc9d5595-fb1a-41fe-a1e1-e7f1fddaa0f2,2021-03-13 01:00:00,244.02,247.17,189.78,256.58
b6102108-54a4-46d3-9cb8-c1e7b44f51bc,2021-03-13 01:00:00,542.07,552.6,718.44,600.41
6b31f6b0-42b3-4b68-bf3a-175a55c989cd,2021-03-13 01:00:00,806.33,786.02,648.38,724.36
06aecdba-e691-4447-a5fe-2250044fc92d,2021-03-13 01:00:00,144.65,172.57,158.44,324.58
0476e62e-cf1a-4926-882d-34f15447e1f4,2021-03-13 01:00:00,134.21,219.69,326.44,167.33
fd2ed14a-6644-40fb-9efa-9c8166eef4d1,2021-03-13 01:00:00,708.23,357.66,351.54,809.23
0b896608-8421-451c-80a7-e47f93f43d5c,2021-03-13 01:00:00,596.95,527.7,663.84,595.5
d513fa28-48ce-4e31-8bc7-5785cbcb51d3,2021-03-13 01:00:00,2381.96,2201.69,1387.64,1382.21
011531f6-d011-4be4-862a-de839e7de370,2021-03-13 01:00:00,792.03,849.83,666.76,835.36
2f94d588-5b8b-4fbc-9d80-e8ef4f7ae299,2021-03-13 01:00:00,280.8,218.44,128.03,161.5
3f7afe63-8d8a-4345-a942-4d273dfc6c71,2021-03-13 01:00:00,253.05,357.5,361.15,327.02
254d0b8e-367c-442e-8d65-71891a82481f,2021-03-13 01:00:00,662.4,689.63,644.08,545.43
bd79f7b7-0b74-4c0b-8587-0f1bf294b4e4,2021-03-13 01:00:00,215.61,156.6,289.78,302.62
e90ca299-341e-49c3-8a52-3e1eace155d9,2021-03-13 01:00:00,886.27,586.19,535.66,543.18
65538b02-c190-4fb3-a945-3d4f28276c2e,2021-03-13 01:00:00,308.53,328.01,118.84,270.8
f4754504-8644-4f06-8579-b5196ffc93a0,2021-03-13 01:00:00,2418.19,1456.46,1586.71,1934.99
663bfa4e-d1af-406e-8b3b-c5efedab56e5,2021-03-13 01:00:00,222.3,229.64,232.09,148.22
13fd29ef-01a6-42a8-b511-9438ff24ba78,2021-03-13 01:00:00,172.88,157.09,220.62,166.63
a126665c-222c-4502-81c7-5d11c96e3c17,2021-03-13 01:00:00,747.81,789.18,578.09,795.4
09108ba5-6e41-41c6-a426-fc06cbd6f8e4,2021-03-13 01:00:00,690.75,538.48,495.41,643.02
d8f9765b-b302-44b3-b446-e7bc1c889a44,2021-03-13 01:00:00,917.57,852.87,482.08,873.63
3821f991-4c2e-445f-bef9-4aed1b725f6d,2021-03-13 01:00:00,449.95,816.24,769.58,745.6
d1c7d069-8259-4e37-bf3d-a06a432a0764,2021-03-13 01:00:00,146.89,237.61,150.74,210.56
179f1285-4727-408f-bec5-e7974fdcf78f,2021-03-13 01:00:00,526.87,758.14,653.96,417.15
4c66ae39-3c9e-47ed-9eed-64f62ec1fddc,2021-03-13 01:00:00,1527.97,911.12,1904.7,2000.7
84826275-cca2-40c4-9843-609bddfafe5a,2021-03-13 01:00:00,131.49,194.7,310.59,146.32
18378e8f-34b5-4374-bcef-7918abc370b5,2021-03-13 01:00:00,847.27,657.12,804.16,663.13
af4babe8-348b-4cde-b1ac-f390b6ab4ba6,2021-03-13 01:00:00,188.51,256.01,185.59,212.18
508b7f9e-306d-4364-a1b7-f71ae06969a3,2021-03-13 01:00:00,336.11,328.16,182.14,193.67
bc0be498-6d71-496a-a6a9-6dd61f93e76c,2021-03-13 01:00:00,781.73,507.19,859.46,378.24
4be5983b-dbe1-4ab1-8ae0-4dd6bb284898,2021-03-13 01:00:00,692.36,900.64,723.16,837.63
6d65161b-9a48-424a-b1a5-3fb34bb2f89f,2021-03-13 01:00:00,181.97,193.3,207.0,225.52
6baf4b15-4a04-4cab-8690-7aa26f840f1b,2021-03-13 01:00:00,216.34,207.51,245.53,303.86
164425a0-1339-401f-af10-20878c5d677f,2021-03-13 02:00:00,-36.14,-278.41,-98.65,-149.48
f6049e98-9dbb-4bb6-a2b7-90c72d2348aa,2021-03-13 02:00:00,476.48,430.21,910.28,468.5
40c15082-6f50-4f28-a4b2-24d7256d6d28,2021-03-13 02:00:00,158.75,222.72,147.52,294.7
4b392b6c-e52f-49d8-ab70-a5e20b4de33c,2021-03-13 02:00:00,206.09,217.42,286.38,318.94
7a287f88-ed7d-4a92-8a84-7cebfe462ced,2021-03-13 02:00:00,860.78,790.0,509.7,760.03
8f26ef89-8d88-4137-bd12-240c8b3b70f3,2021-03-13 02:00:00,208.8,344.73,161.62,167.1
6b1ccba1-6e4c-409b-9dbe-5e3c9657af65,2021-03-13 02:00:00,222.71,193.14,324.16,190.52
be09b014-49f8-4d21-8703-46affc9b2159,2021-03-13 02:00:00,784.81,458.35,667.15,733.65
26da22a8-1f81-43dc-a2e2-57e6ffd9c0c2,2021-03-13 02:00:00,582.97,491.78,643.33,636.82
578c1de9-6135-4511-b624-3fcef72d32b5,2021-03-13 02:00:00,641.79,783.75,358.89,584.67
714c533a-230e-448f-a88e-250459a76dc5,2021-03-13 02:00:00,624.57,663.92,431.04,782.71
dcd1e06a-0fd4-48c5-b778-eb31b7bd055e,2021-03-13 02:00:00,144.66,126.15,127.13,168.17
1c7d20bc-eea1-4022-ac8c-23855119d88f,2021-03-13 02:00:00,202.14,174.33,234.39,212.71
d2849633-91a5-486f-aa94-05282eb9288a,2021-03-13 02:00:00,169.01,239.64,161.41,277.27
0f9ec80c-fda2-48bf-a506-718b206f5edd,2021-03-13 02:00:00,1745.03,2080.5,2388.09,1258.15
78ba449d-d67e-4eeb-9e3a-730ad7f0bdd2,2021-03-13 02:00:00,630.05,707.08,875.02,569.75
a62d755d-65d0-4724-a662-b6331366deb2,2021-03-13 02:00:00,501.52,658.38,503.89,613.52
bef2956f-bff4-4ce3-af0f-93dcc64dea7a,2021-03-13 02:00:00,234.08,297.46,225.19,142.38
85cd09c7-99ee-4a94-9007-a34758ef33af,2021-03-13 02:00:00,803.05,950.76,557.14,650.14
04a63a93-087d-48d4-a0f5-3c3689bd29cb,2021-03-13 02:00:00,180.01,247.07,162.28,284.34
3d83b9e7-0814-46db-a350-da6bde6568a4,2021-03-13 02:00:00,560.56,794.89,703.33,652.96
5e77da0c-ed9a-4bd5-bae7-d2977668dd26,2021-03-13 02:00:00,237.09,197.57,151.55,139.86
eb97ec50-8aeb-4833-8411-4f1311765a3d,2021-03-13 02:00:00,716.41,827.0,659.74,500.92
3a715610-3555-4b67-9bc6-c191f94c20e5,2021-03-13 02:00:00,749.06,563.81,486.8,638.99
54e898ca-263a-4f45-a6c3-0bdc5df13d76,2021-03-13 02:00:00,2202.71,2352.86,2850.09,1167.48
cc67ae09-c481-4cda-a508-36c3323891d4,2021-03-13 02:00:00,224.65,285.99,173.1,215.0
eb4ecb08-845f-416d-9e48-a75f72458b7e,2021-03-13 02:00:00,2749.87,1994.62,1297.23,2701.72
06ad721c-b04f-40ed-8d18-a693167fd4b5,2021-03-13 02:00:00,209.92,272.74,239.17,214.71
34622958-27b0-4a08-989d-15acebcd9222,2021-03-13 02:00:00,887.24,664.77,800.97,453.76
8bdefe30-b17b-4c8f-b49c-08f3f9019d63,2021-03-13 02:00:00,258.02,133.14,217.6,288.42
733c3be4-b1b5-4a21-ab0b-af15b3558f21,2021-03-13 02:00:00,663.36,438.05,821.79,649.74
4b216a9d-1975-4604-a146-1198f416ee4b,2021-03-13 02:00:00,364.39,200.11,303.4,331.87
dd5ea78d-d613-4ea6-a483-f27fe873b95b,2021-03-13 02:00:00,495.62,588.09,762.85,915.46
732d99c5-f64c-46fb-989b-985321ae522d,2021-03-13 02:00:00,624.8,616.0,598.31,647.99
98f2c005-2b93-449b-8c63-9b4c15be586d,2021-03-13 02:00:00,2042.41,1340.88,2777.4,1082.02
36e10e36-f57f-4c92-b33a-d7076b36da9f,2021-03-13 02:00:00,184.8,322.0,207.85,201.66
3781f5cc-2168-4f1a-b42a-e276463ddc50,2021-03-13 02:00:00,229.0,267.95,282.03,192.11
076abe7a-d867-44e0-9eb9-5e86b5abc789,2021-03-13 02:00:00,820.03,394.55,786.71,583.57
15d40ceb-9a1f-4615-a7ad-b1c4c23d8aa2,2021-03-13 02:00:00,644.95,951.99,656.2,911.57
8acd20c7-d333-414a-b6ed-dcafd2fd9cde,2021-03-13 02:00:00,719.46,799.99,643.08,352.34
8a7b11c3-3afd-4cac-8816-6af949ee8528,2021-03-13 02:00:00,539.5,626.0,742.02,549.27
efb03a57-c55d-4144-ad27-62ecc28da909,2021-03-13 02:00:00,664.62,910.03,471.78,538.31
bf86dcd9-1bb0-4e45-87e4-fb2de7633e9f,2021-03-13 02:00:00,825.64,787.69,825.62,574.51
d287886f-9235-4d00-adbb-6f5b57570e10,2021-03-13 02:00:00,666.37,598.87,557.29,481.23
cd83b269-cb65-4b67-bfd8-b4f3b0fbcb65,2021-03-13 02:00:00,598.89,582.28,339.19,479.71
1386ce13-c5f8-439b-a02c-b9772098fbd8,2021-03-13 02:00:00,610.51,608.18,635.57,461.16
